Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LN08322,Female,Yes,0,Graduate,No,2991,1630,169,360,1.0,Urban,N
LN08323,Male,Yes,1,Graduate,Yes,5910,2365,169,360,1.0,Rural,Y
LN08324,Male,Yes,0,Graduate,No,9258,1606,126,360,1.0,Urban,Y
LN08325,Male,Yes,0,Not Graduate,Yes,3978,2155,76,180,1.0,Urban,Y
LN08326,Female,Yes,2,Not Graduate,No,4231,997,175,60,1.0,Semiurban,Y
LN08327,Female,Yes,1,Graduate,No,3830,0,194,360,1.0,Rural,Y
LN08328,Male,Yes,1,Graduate,No,6715,949,174,360,0.0,Urban,N
LN08329,Male,No,0,Graduate,No,5852,3553,142,360,1.0,Semiurban,Y
LN08330,Female,Yes,0,Graduate,No,4966,2061,93,120,1.0,Semiurban,Y
LN08331,Male,Yes,1,Graduate,No,2573,0,118,360,1.0,Urban,N
LN08332,Male,Yes,1,Graduate,No,3064,1695,172,360,1.0,Semiurban,Y
LN08333,Female,No,0,Graduate,No,5350,3410,110,360,1.0,Semiurban,Y
LN08334,Male,Yes,3+,Not Graduate,No,5446,2642,101,180,1.0,Rural,Y
LN08335,Male,No,3+,Graduate,No,4967,3430,77,180,1.0,Semiurban,Y
LN08336,Female,No,0,Graduate,No,6329,0,176,360,1.0,Urban,Y
LN08337,Female,Yes,2,Not Graduate,No,2554,1688,175,360,1.0,Urban,N
LN08338,Male,Yes,0,Graduate,Yes,5607,977,207,360,1.0,Semiurban,N
LN08339,Female,Yes,0,Graduate,No,5495,2392,50,360,0.0,Urban,N
LN08340,Male,No,0,Graduate,No,3084,226,208,360,1.0,Rural,N
LN08341,Male,Yes,0,Graduate,Yes,3790,200,205,360,1.0,Urban,N
LN08342,Male,Yes,3+,Graduate,No,6386,1495,210,360,1.0,Rural,N
LN08343,Female,Yes,1,Graduate,No,2722,117,155,360,1.0,Urban,N
LN08344,Female,Yes,1,Graduate,Yes,9927,1889,161,360,1.0,Urban,Y
LN08345,Male,Yes,0,Not Graduate,No,6111,0,160,60,1.0,Semiurban,Y
LN08346,Male,Yes,0,Graduate,No,4885,3263,104,360,1.0,Semiurban,Y
LN08347,Female,Yes,0,Graduate,Yes,4495,0,106,360,1.0,Semiurban,Y
LN08348,Female,Yes,0,Graduate,No,6576,2857,161,360,1.0,Urban,Y
LN08349,Female,Yes,0,Graduate,No,4177,628,137,360,1.0,Urban,Y
LN08350,Male,No,0,Graduate,No,4259,0,185,360,1.0,Semiurban,Y
LN08351,Female,Yes,0,Graduate,No,7905,1754,132,360,0.0,Urban,N
LN08352,Female,No,0,Graduate,No,4056,2828,76,360,1.0,Urban,Y
LN08353,Male,Yes,0,Graduate,No,5272,3237,78,360,0.0,Urban,N
LN08354,Male,Yes,0,Not Graduate,No,3479,3188,111,360,1.0,Semiurban,Y
LN08355,Male,No,2,Not Graduate,No,5518,212,186,180,0.0,Semiurban,N
LN08356,Female,Yes,0,Graduate,No,6161,1807,124,360,1.0,Rural,Y
LN08357,Male,No,0,Graduate,Yes,8365,0,164,360,1.0,Semiurban,Y
LN08358,Male,No,2,Graduate,No,3125,1618,66,360,1.0,Semiurban,Y
LN08359,Male,Yes,3+,Graduate,No,2104,2007,158,360,1.0,Rural,N
LN08360,Male,Yes,1,Graduate,No,4466,937,151,360,1.0,Urban,Y
LN08361,Female,Yes,0,Not Graduate,No,3765,0,209,360,1.0,Semiurban,N
LN08362,Male,Yes,0,Graduate,No,4969,609,157,180,1.0,Semiurban,Y
LN08363,Female,Yes,3+,Not Graduate,No,6043,4360,188,360,1.0,Urban,Y
LN08364,Female,Yes,2,Graduate,No,9530,2086,247,360,0.0,Rural,N
LN08365,Female,Yes,0,Graduate,No,4097,772,151,360,1.0,Semiurban,Y
LN08366,Male,Yes,0,Graduate,No,579,1261,226,120,1.0,Semiurban,N
LN08367,Female,No,0,Graduate,No,4524,2076,156,180,0.0,Semiurban,N
LN08368,Male,No,0,Graduate,No,5701,0,123,360,1.0,Rural,Y
LN08369,Male,Yes,1,Graduate,No,3060,0,144,60,1.0,Semiurban,Y
LN08370,Male,No,0,Graduate,No,5467,395,124,360,1.0,Urban,Y
LN08371,Female,Yes,3+,Not Graduate,Yes,5274,733,126,360,1.0,Semiurban,Y
LN08372,Male,Yes,0,Graduate,No,5519,4190,121,360,1.0,Urban,Y
LN08373,Male,Yes,1,Graduate,No,6582,1605,134,360,1.0,Urban,Y
LN08374,Male,Yes,0,Graduate,No,4834,724,185,120,1.0,Semiurban,Y
LN08375,Female,Yes,0,Not Graduate,No,6095,1584,64,360,1.0,Urban,Y
LN08376,Female,No,0,Not Graduate,No,1402,0,164,60,1.0,Semiurban,N
LN08377,Female,No,1,Graduate,No,3075,143,156,360,0.0,Semiurban,N
LN08378,Male,Yes,0,Not Graduate,No,4316,377,219,360,1.0,Rural,N
LN08379,Female,No,0,Graduate,No,2989,0,131,60,1.0,Rural,N
LN08380,Male,Yes,2,Graduate,Yes,5013,3351,206,360,1.0,Semiurban,N
LN08381,Male,Yes,0,Graduate,No,4312,2490,107,360,1.0,Semiurban,Y
LN08382,Female,No,3+,Graduate,No,4089,0,127,360,1.0,Urban,Y
LN08383,Male,Yes,3+,Not Graduate,No,6767,0,170,360,1.0,Urban,Y
LN08384,Female,Yes,3+,Graduate,No,5167,0,180,360,1.0,Semiurban,Y
LN08385,Male,Yes,0,Graduate,No,2832,1219,136,360,0.0,Semiurban,N
LN08386,Female,Yes,0,Not Graduate,No,3793,1800,161,360,0.0,Rural,N
LN08387,Male,Yes,3+,Not Graduate,No,6506,2124,141,120,1.0,Urban,Y
LN08388,Male,Yes,0,Graduate,No,5399,0,189,360,1.0,Semiurban,Y
LN08389,Male,Yes,0,Graduate,No,7391,1232,142,120,0.0,Semiurban,N
LN08390,Male,Yes,1,Graduate,No,6693,1416,138,180,1.0,Rural,Y
LN08391,Male,Yes,0,Graduate,Yes,4221,3295,199,360,1.0,Semiurban,Y
LN08392,Female,Yes,1,Graduate,No,7871,2661,160,360,1.0,Urban,Y
LN08393,Male,No,2,Graduate,No,8035,0,183,180,0.0,Urban,N
LN08394,Female,Yes,1,Graduate,No,1429,0,274,360,1.0,Semiurban,N
LN08395,Female,Yes,0,Not Graduate,No,5063,1333,50,360,1.0,Urban,Y
LN08396,Female,Yes,0,Not Graduate,No,3900,544,98,360,1.0,Semiurban,Y
LN08397,Male,Yes,0,Graduate,No,4479,58,103,360,1.0,Semiurban,Y
LN08398,Male,Yes,0,Graduate,No,3367,365,107,360,1.0,Urban,Y
LN08399,Male,Yes,0,Not Graduate,No,3117,2369,221,360,1.0,Urban,N
LN08400,Female,No,0,Graduate,No,6802,0,50,360,1.0,Urban,Y
LN08401,Male,Yes,0,Graduate,Yes,2663,4272,174,120,0.0,Semiurban,N
LN08402,Male,Yes,0,Graduate,No,5186,423,73,360,1.0,Urban,Y
LN08403,Female,Yes,2,Graduate,No,2301,2448,151,360,1.0,Urban,N
LN08404,Female,Yes,0,Graduate,No,7538,496,162,360,1.0,Semiurban,Y
LN08405,Female,Yes,0,Graduate,No,5060,0,195,360,1.0,Rural,Y
LN08406,Female,Yes,1,Graduate,No,6490,1281,136,360,1.0,Urban,Y
LN08407,Female,No,1,Not Graduate,No,5390,0,141,360,0.0,Rural,N
LN08408,Female,Yes,0,Not Graduate,No,4493,1720,50,360,1.0,Semiurban,Y
LN08409,Male,No,1,Not Graduate,No,5136,1462,264,60,1.0,Rural,N
LN08410,Female,Yes,0,Not Graduate,Yes,8014,458,165,360,1.0,Urban,Y
LN08411,Male,Yes,0,Graduate,No,3205,1727,171,360,1.0,Semiurban,Y
LN08412,Male,Yes,3+,Graduate,No,-98,3058,203,60,1.0,Semiurban,N
LN08413,Male,Yes,3+,Graduate,No,3426,1335,146,360,1.0,Urban,Y
LN08414,Female,No,0,Graduate,No,2581,407,171,360,1.0,Semiurban,N
LN08415,Male,Yes,1,Graduate,No,6936,2099,185,120,0.0,Urban,N
LN08416,Female,Yes,2,Graduate,No,4648,2162,76,360,1.0,Rural,Y
LN08417,Female,No,3+,Not Graduate,No,6654,1072,176,360,1.0,Urban,Y
LN08418,Male,No,0,Graduate,No,5063,3560,253,360,1.0,Semiurban,N
LN08419,Female,No,0,Graduate,No,5017,1050,237,60,0.0,Urban,N
LN08420,Male,No,0,Graduate,No,5327,3731,226,360,1.0,Urban,N
LN08421,Male,Yes,0,Graduate,No,7960,517,245,360,1.0,Rural,N
LN08422,Female,No,0,Not Graduate,No,5373,2775,87,360,1.0,Urban,Y
LN08423,Male,Yes,1,Graduate,No,7218,1170,123,360,1.0,Semiurban,Y
LN08424,Male,No,2,Graduate,No,7090,1902,104,360,1.0,Urban,Y
LN08425,Male,No,2,Not Graduate,No,4673,0,324,360,1.0,Semiurban,N
LN08426,Female,Yes,0,Graduate,No,4852,4753,162,60,1.0,Semiurban,Y
LN08427,Male,No,0,Graduate,No,4244,1975,79,360,1.0,Urban,Y
LN08428,Female,Yes,0,Graduate,No,7566,3025,94,120,1.0,Semiurban,Y
LN08429,Female,Yes,0,Graduate,No,3117,0,155,180,1.0,Urban,Y
LN08430,Male,Yes,3+,Graduate,No,3554,1757,81,360,1.0,Rural,Y
LN08431,Male,No,0,Not Graduate,No,4447,1230,243,360,1.0,Urban,N
LN08432,Female,Yes,1,Not Graduate,No,2703,0,189,360,1.0,Urban,N
LN08433,Female,Yes,0,Graduate,No,3817,3427,165,360,1.0,Urban,Y
LN08434,Male,Yes,0,Graduate,No,7272,1719,97,360,1.0,Urban,Y
LN08435,Male,No,1,Not Graduate,No,6302,1418,83,180,0.0,Semiurban,N
LN08436,Female,Yes,0,Graduate,No,4158,2437,167,360,1.0,Semiurban,Y
LN08437,Female,No,0,Not Graduate,No,6605,217,156,180,1.0,Urban,Y
LN08438,Female,No,0,Graduate,No,9163,1741,85,360,1.0,Semiurban,Y
LN08439,Female,Yes,1,Graduate,No,5626,1635,147,360,1.0,Rural,Y
LN08440,Female,Yes,3+,Graduate,No,7840,1701,147,360,1.0,Semiurban,Y
LN08441,Male,No,2,Graduate,Yes,6703,3040,186,360,0.0,Urban,N
LN08442,Female,No,3+,Graduate,No,4411,863,255,360,1.0,Rural,N
LN08443,Female,No,2,Graduate,No,5394,705,50,360,1.0,Urban,Y
LN08444,Male,Yes,2,Graduate,No,6052,578,190,360,1.0,Semiurban,Y
LN08445,Male,No,0,Graduate,No,3510,516,115,180,1.0,Rural,Y
LN08446,Female,Yes,0,Graduate,Yes,-218,3153,171,360,1.0,Semiurban,N
LN08447,Female,Yes,0,Graduate,No,3331,1393,156,360,1.0,Semiurban,Y
LN08448,Male,No,2,Graduate,No,683,3034,175,360,1.0,Urban,N
LN08449,Female,Yes,0,Not Graduate,No,3497,1906,87,180,0.0,Urban,N
LN08450,Female,No,0,Not Graduate,No,1585,188,198,180,1.0,Urban,N
LN08451,Male,Yes,3+,Not Graduate,No,6760,0,152,360,1.0,Semiurban,Y
LN08452,Female,No,0,Graduate,No,2634,0,219,360,1.0,Semiurban,N
LN08453,Male,Yes,3+,Not Graduate,No,6088,163,229,360,1.0,Rural,N
LN08454,Male,Yes,1,Graduate,No,6533,3029,161,360,1.0,Urban,Y
LN08455,Male,No,0,Graduate,No,6403,3451,199,360,1.0,Urban,Y
LN08456,Male,Yes,1,Graduate,No,1263,1639,195,360,1.0,Rural,N
LN08457,Female,Yes,2,Not Graduate,No,7245,2890,216,120,1.0,Semiurban,N
LN08458,Male,No,0,Graduate,No,5840,667,213,360,1.0,Semiurban,N
LN08459,Female,Yes,1,Graduate,No,6608,558,91,180,1.0,Urban,Y
LN08460,Female,No,2,Graduate,No,8659,2656,163,360,1.0,Rural,Y
LN08461,Female,Yes,0,Graduate,No,6588,1749,80,360,1.0,Rural,Y
LN08462,Female,Yes,0,Not Graduate,No,2634,2600,123,360,1.0,Urban,N
LN08463,Female,No,0,Graduate,No,6306,1576,125,360,1.0,Rural,Y
LN08464,Male,Yes,0,Graduate,No,1992,936,179,360,1.0,Semiurban,N
LN08465,Male,Yes,0,Graduate,No,4874,1176,138,360,1.0,Semiurban,Y
LN08466,Male,Yes,1,Graduate,No,3993,1960,142,360,1.0,Semiurban,Y
LN08467,Male,No,0,Graduate,Yes,5020,1859,199,120,1.0,Semiurban,Y
LN08468,Female,Yes,2,Graduate,No,1980,102,193,180,1.0,Urban,N
LN08469,Male,Yes,0,Graduate,No,2211,1317,163,360,1.0,Semiurban,N
LN08470,Female,Yes,0,Graduate,Yes,4101,0,187,360,1.0,Semiurban,Y
LN08471,Female,Yes,1,Not Graduate,No,4554,976,182,360,1.0,Semiurban,Y
LN08472,Male,Yes,2,Not Graduate,No,4148,118,248,360,1.0,Urban,N
LN08473,Male,Yes,0,Graduate,No,7900,0,139,360,0.0,Urban,N
LN08474,Male,Yes,0,Graduate,No,5847,4815,112,360,0.0,Rural,N
LN08475,Male,Yes,2,Graduate,No,5792,341,160,360,1.0,Urban,Y
LN08476,Female,Yes,0,Graduate,No,4235,88,102,360,1.0,Rural,Y
LN08477,Female,Yes,0,Graduate,No,2216,3934,131,360,1.0,Semiurban,N
LN08478,Male,Yes,0,Graduate,No,4991,0,172,360,1.0,Semiurban,Y
LN08479,Female,No,1,Not Graduate,No,8614,0,124,360,1.0,Urban,Y
LN08480,Female,Yes,0,Graduate,No,5448,1191,138,360,1.0,Urban,Y
LN08481,Female,Yes,0,Graduate,No,7226,757,136,360,0.0,Semiurban,N
LN08482,Male,Yes,0,Graduate,No,7478,540,128,360,1.0,Urban,Y
LN08483,Female,Yes,3+,Graduate,No,6119,124,95,360,1.0,Rural,Y
LN08484,Male,No,0,Graduate,No,5440,1217,200,60,1.0,Semiurban,Y
LN08485,Male,No,0,Graduate,No,3024,3954,218,360,1.0,Semiurban,N
LN08486,Female,Yes,0,Not Graduate,No,4583,0,197,360,1.0,Semiurban,Y
LN08487,Female,Yes,0,Graduate,No,4278,2760,197,360,1.0,Semiurban,Y
LN08488,Male,Yes,1,Graduate,No,5659,3800,129,360,1.0,Semiurban,Y
LN08489,Female,Yes,1,Graduate,No,2171,560,158,180,0.0,Rural,N
LN08490,Female,No,1,Graduate,No,3925,2064,111,120,0.0,Semiurban,N
LN08491,Male,Yes,2,Not Graduate,No,5808,1317,143,180,1.0,Semiurban,Y
LN08492,Male,Yes,3+,Graduate,No,3595,0,147,360,1.0,Urban,Y
LN08493,Male,Yes,0,Graduate,No,3168,3328,80,360,1.0,Rural,Y
LN08494,Male,No,3+,Graduate,No,3417,1552,156,360,1.0,Semiurban,Y
LN08495,Female,Yes,0,Graduate,Yes,4455,718,123,360,0.0,Urban,N
LN08496,Female,No,1,Not Graduate,Yes,238,0,163,360,0.0,Semiurban,N
LN08497,Male,Yes,0,Graduate,No,3507,2281,138,360,1.0,Urban,Y
LN08498,Male,Yes,2,Graduate,No,6905,1728,167,180,1.0,Rural,Y
LN08499,Male,No,0,Graduate,No,5647,2408,184,360,1.0,Urban,Y
LN08500,Female,Yes,1,Graduate,No,5840,2332,87,360,1.0,Semiurban,Y
LN08501,Male,Yes,3+,Graduate,No,1344,280,134,360,1.0,Urban,N
LN08502,Female,Yes,1,Graduate,No,4171,0,117,60,0.0,Semiurban,N
LN08503,Male,Yes,1,Graduate,No,4768,1335,208,120,1.0,Semiurban,N
LN08504,Male,Yes,0,Not Graduate,No,5928,1234,234,60,1.0,Urban,N
LN08505,Male,No,0,Graduate,No,7221,1745,152,60,1.0,Semiurban,Y
LN08506,Female,Yes,3+,Graduate,Yes,6909,3776,170,360,1.0,Rural,Y
LN08507,Female,No,1,Graduate,No,3829,1426,76,360,0.0,Semiurban,N
LN08508,Female,Yes,0,Graduate,No,3875,2538,165,360,1.0,Semiurban,Y
LN08509,Male,Yes,0,Graduate,No,7824,2065,137,360,1.0,Semiurban,Y
LN08510,Female,Yes,0,Graduate,No,4279,0,217,360,1.0,Semiurban,N
LN08511,Female,No,0,Graduate,No,2834,0,138,120,1.0,Rural,N
LN08512,Male,No,0,Graduate,No,4585,3230,108,360,1.0,Rural,Y
LN08513,Male,No,0,Graduate,No,7698,180,82,360,0.0,Urban,N
LN08514,Female,Yes,0,Graduate,Yes,3190,2053,159,360,1.0,Urban,Y
LN08515,Female,Yes,0,Graduate,No,4142,0,122,360,1.0,Urban,Y
LN08516,Female,Yes,0,Not Graduate,No,3272,2619,210,360,1.0,Semiurban,N
LN08517,Female,No,0,Graduate,No,6912,1871,181,360,1.0,Urban,Y
LN08518,Male,Yes,0,Graduate,No,5575,1053,144,360,1.0,Urban,Y
LN08519,Male,Yes,3+,Not Graduate,No,6851,2499,181,360,1.0,Semiurban,Y
LN08520,Male,Yes,0,Graduate,Yes,8130,1889,237,360,1.0,Rural,N
LN08521,Female,Yes,2,Graduate,No,1975,416,92,360,1.0,Urban,N
LN08522,Female,Yes,3+,Graduate,No,3481,1517,118,360,1.0,Semiurban,Y
LN08523,Male,No,0,Graduate,No,4132,2503,247,360,0.0,Semiurban,N
LN08524,Male,Yes,0,Graduate,No,5137,3161,112,360,1.0,Urban,Y
LN08525,Female,No,0,Graduate,No,6011,1306,183,360,1.0,Semiurban,Y
LN08526,Female,No,0,Graduate,No,4017,4179,209,360,1.0,Semiurban,N
LN08527,Male,Yes,0,Graduate,No,3616,383,149,360,1.0,Urban,Y
LN08528,Male,Yes,0,Graduate,No,6913,0,184,360,0.0,Rural,N
LN08529,Male,Yes,1,Graduate,No,6092,0,135,360,1.0,Semiurban,Y
LN08530,Female,No,0,Not Graduate,No,5631,1485,240,360,1.0,Urban,N
LN08531,Female,Yes,3+,Graduate,No,708,1518,127,360,1.0,Semiurban,N
LN08532,Female,Yes,0,Graduate,No,7413,1688,102,180,1.0,Semiurban,Y
LN08533,Female,Yes,3+,Graduate,No,5367,497,194,360,1.0,Rural,Y
LN08534,Female,Yes,0,Graduate,No,4676,4838,185,60,1.0,Semiurban,Y
LN08535,Female,Yes,0,Not Graduate,No,3361,3766,157,360,1.0,Semiurban,Y
LN08536,Male,Yes,0,Graduate,No,3734,0,151,180,1.0,Urban,Y
LN08537,Male,No,3+,Graduate,No,3218,1347,125,60,1.0,Urban,Y
LN08538,Female,No,0,Graduate,Yes,1004,1573,113,360,1.0,Semiurban,N
LN08539,Male,Yes,1,Graduate,No,3364,2528,119,360,1.0,Rural,Y
LN08540,Female,Yes,2,Graduate,No,1801,0,165,120,1.0,Semiurban,N
LN08541,Male,No,1,Graduate,No,4879,0,139,360,1.0,Rural,Y
LN08542,Female,Yes,0,Graduate,No,2698,0,75,360,1.0,Semiurban,N
LN08543,Male,No,3+,Graduate,No,6459,3756,128,360,0.0,Urban,N
LN08544,Male,Yes,2,Graduate,No,1671,517,139,120,0.0,Urban,N
LN08545,Female,Yes,0,Graduate,Yes,7389,2712,175,360,1.0,Semiurban,Y
LN08546,Female,Yes,0,Graduate,No,6673,2383,164,360,1.0,Urban,Y
LN08547,Male,Yes,3+,Graduate,No,2867,1230,237,360,1.0,Rural,N
LN08548,Male,No,3+,Graduate,No,4811,2741,101,360,1.0,Urban,Y
LN08549,Female,Yes,0,Graduate,No,3291,0,177,360,0.0,Rural,N
LN08550,Male,Yes,2,Graduate,No,6157,792,181,120,0.0,Rural,N
LN08551,Female,Yes,0,Graduate,No,8599,0,163,120,0.0,Semiurban,N
LN08552,Female,No,0,Graduate,Yes,7362,1646,135,60,1.0,Urban,Y
LN08553,Male,Yes,0,Graduate,No,3624,311,115,360,1.0,Rural,Y
LN08554,Female,No,0,Graduate,Yes,5229,4784,147,360,1.0,Urban,Y
LN08555,Male,Yes,1,Graduate,No,8044,1588,60,360,1.0,Urban,Y
LN08556,Male,Yes,0,Graduate,No,6048,2729,103,360,1.0,Urban,Y
LN08557,Female,No,0,Graduate,No,7020,2479,101,360,1.0,Semiurban,Y
LN08558,Male,Yes,0,Not Graduate,No,6302,1383,175,60,0.0,Rural,N
LN08559,Female,Yes,0,Graduate,No,5152,2988,181,180,1.0,Rural,Y
LN08560,Female,Yes,3+,Graduate,No,4861,1549,96,360,1.0,Semiurban,Y
LN08561,Female,Yes,2,Not Graduate,No,2578,2213,84,360,0.0,Semiurban,N
LN08562,Male,Yes,0,Graduate,No,3468,5036,76,360,1.0,Urban,Y
LN08563,Female,Yes,3+,Graduate,No,3196,1788,198,360,0.0,Urban,N
LN08564,Male,Yes,0,Graduate,No,4297,708,195,360,1.0,Rural,Y
LN08565,Female,Yes,1,Graduate,No,5199,438,182,180,1.0,Urban,Y
LN08566,Female,Yes,3+,Not Graduate,No,4784,1375,225,60,1.0,Rural,N
LN08567,Female,Yes,0,Graduate,Yes,5431,1675,238,180,1.0,Semiurban,N
LN08568,Male,No,1,Not Graduate,No,6328,1588,100,360,1.0,Rural,Y
LN08569,Male,No,0,Graduate,No,4168,0,130,360,1.0,Semiurban,Y
LN08570,Female,Yes,0,Not Graduate,No,6475,0,189,360,1.0,Urban,Y
LN08571,Female,Yes,0,Graduate,No,7276,46,50,360,1.0,Rural,Y
LN08572,Male,No,3+,Not Graduate,No,5830,1588,137,360,0.0,Semiurban,N
LN08573,Male,Yes,0,Graduate,No,3910,1594,198,120,1.0,Semiurban,Y
LN08574,Male,Yes,3+,Graduate,No,6893,2181,132,360,1.0,Urban,Y
LN08575,Female,No,3+,Graduate,No,5965,2044,186,360,0.0,Urban,N
LN08576,Male,Yes,0,Graduate,No,6237,750,50,120,1.0,Urban,Y
LN08577,Female,Yes,0,Graduate,No,8070,0,164,360,1.0,Urban,Y
LN08578,Male,No,1,Graduate,No,6418,2281,126,180,1.0,Semiurban,Y
LN08579,Female,Yes,0,Graduate,No,8148,1839,138,360,1.0,Urban,Y
LN08580,Female,Yes,0,Graduate,No,4703,0,102,360,1.0,Urban,Y
LN08581,Female,Yes,3+,Graduate,No,4137,2437,229,360,1.0,Semiurban,N
LN08582,Male,Yes,1,Graduate,No,7297,2935,153,360,1.0,Rural,Y
LN08583,Male,No,0,Graduate,Yes,3028,2684,157,60,0.0,Semiurban,N
LN08584,Male,Yes,1,Graduate,No,8776,2946,253,360,1.0,Urban,N
LN08585,Female,Yes,0,Graduate,No,7603,374,103,360,1.0,Semiurban,Y
LN08586,Female,No,0,Graduate,Yes,5175,2777,156,180,1.0,Semiurban,Y
LN08587,Male,Yes,3+,Not Graduate,Yes,7402,1263,115,360,1.0,Semiurban,Y
LN08588,Female,Yes,2,Graduate,No,6324,4567,113,60,1.0,Urban,Y
LN08589,Female,Yes,0,Graduate,No,2419,2841,165,360,1.0,Urban,N
LN08590,Female,Yes,0,Graduate,Yes,3367,2144,135,360,0.0,Urban,N
LN08591,Male,Yes,1,Graduate,No,5571,4074,248,360,1.0,Semiurban,N
LN08592,Female,No,0,Graduate,No,5319,740,239,360,1.0,Semiurban,N
LN08593,Male,No,0,Graduate,No,7616,2326,141,360,0.0,Urban,N
LN08594,Male,Yes,0,Graduate,No,5604,4853,72,360,1.0,Semiurban,Y
LN08595,Male,Yes,1,Graduate,No,2462,2719,135,360,1.0,Urban,N
LN08596,Male,Yes,0,Graduate,No,3909,1727,202,180,1.0,Semiurban,N
LN08597,Male,Yes,0,Graduate,No,6486,1095,105,360,1.0,Semiurban,Y
LN08598,Female,Yes,0,Graduate,No,1354,47,230,360,1.0,Semiurban,N
LN08599,Male,No,0,Not Graduate,No,2177,1065,179,360,0.0,Semiurban,N
LN08600,Male,Yes,0,Not Graduate,No,4254,271,91,360,1.0,Semiurban,Y
LN08601,Male,Yes,0,Not Graduate,No,6853,1154,116,360,1.0,Urban,Y
LN08602,Female,Yes,0,Not Graduate,Yes,4566,1334,124,360,1.0,Urban,Y
LN08603,Female,Yes,2,Graduate,Yes,5921,2983,109,360,1.0,Semiurban,Y
LN08604,Female,Yes,0,Graduate,No,5009,887,92,360,1.0,Urban,Y
LN08605,Female,Yes,0,Graduate,No,4718,605,121,360,1.0,Semiurban,Y
LN08606,Male,Yes,3+,Graduate,No,3692,2830,130,360,1.0,Urban,Y
LN08607,Male,Yes,1,Not Graduate,Yes,6679,2545,214,360,1.0,Semiurban,N
LN08608,Female,Yes,1,Graduate,No,2491,1134,171,360,0.0,Urban,N
LN08609,Female,Yes,0,Graduate,No,4532,2401,174,360,1.0,Semiurban,Y
LN08610,Female,Yes,0,Graduate,No,7292,1106,167,360,1.0,Rural,Y
LN08611,Female,No,1,Graduate,No,3471,1180,110,180,0.0,Urban,N
LN08612,Male,Yes,1,Graduate,No,1887,3830,207,360,1.0,Semiurban,N
LN08613,Female,Yes,0,Graduate,Yes,766,1293,128,360,1.0,Rural,N
LN08614,Female,Yes,0,Not Graduate,No,6332,891,133,360,1.0,Semiurban,Y
LN08615,Female,No,3+,Graduate,Yes,6467,1526,168,360,1.0,Rural,Y
LN08616,Female,Yes,0,Graduate,No,4311,0,274,180,1.0,Semiurban,N
LN08617,Female,Yes,0,Graduate,No,2457,1248,121,360,1.0,Urban,N
LN08618,Female,Yes,0,Graduate,Yes,4707,1882,68,180,1.0,Semiurban,Y
LN08619,Female,Yes,2,Graduate,No,7356,4472,164,360,1.0,Rural,Y
LN08620,Male,Yes,2,Graduate,No,2461,1638,184,360,1.0,Urban,N
LN08621,Male,Yes,1,Graduate,No,7116,2156,128,360,0.0,Urban,N
LN08622,Male,No,0,Graduate,No,1609,2019,120,360,1.0,Urban,N
LN08623,Male,Yes,0,Graduate,No,2726,4902,86,360,0.0,Urban,N
LN08624,Male,Yes,0,Graduate,No,5218,3004,166,360,1.0,Semiurban,Y
LN08625,Male,Yes,1,Not Graduate,No,6895,0,247,180,1.0,Semiurban,N
LN08626,Female,Yes,1,Graduate,No,7943,3343,235,360,1.0,Semiurban,N
LN08627,Female,Yes,3+,Graduate,No,6983,82,165,360,1.0,Semiurban,Y
LN08628,Male,No,0,Not Graduate,No,8104,519,129,360,0.0,Semiurban,N
LN08629,Female,No,1,Graduate,No,5364,0,169,360,1.0,Semiurban,Y
LN08630,Male,Yes,0,Graduate,No,3756,4233,133,360,0.0,Semiurban,N
LN08631,Female,Yes,0,Graduate,No,7368,3279,117,360,1.0,Urban,Y
LN08632,Female,Yes,0,Not Graduate,Yes,7727,3345,158,360,1.0,Urban,Y
LN08633,Female,Yes,0,Not Graduate,No,6861,3053,213,360,1.0,Semiurban,N
LN08634,Female,Yes,3+,Graduate,No,6225,2536,140,360,1.0,Urban,Y
LN08635,Female,No,0,Graduate,No,7783,1020,139,180,1.0,Rural,Y
LN08636,Female,No,3+,Graduate,No,5683,1809,136,360,1.0,Semiurban,Y
LN08637,Male,Yes,0,Not Graduate,No,4958,725,189,180,1.0,Semiurban,Y
LN08638,Male,Yes,0,Graduate,No,6451,222,192,60,1.0,Semiurban,Y
LN08639,Female,Yes,0,Not Graduate,No,5955,539,96,360,1.0,Semiurban,Y
LN08640,Male,Yes,0,Graduate,No,6770,5031,141,360,1.0,Rural,Y
LN08641,Female,Yes,0,Graduate,No,4736,926,205,360,1.0,Semiurban,N
LN08642,Male,Yes,0,Graduate,Yes,6818,3001,133,360,1.0,Urban,Y
LN08643,Female,Yes,0,Graduate,No,6715,4615,219,360,1.0,Semiurban,N
LN08644,Male,Yes,3+,Graduate,No,5426,2671,184,360,0.0,Rural,N
LN08645,Female,Yes,1,Graduate,No,3499,317,237,360,1.0,Urban,N
LN08646,Male,No,1,Graduate,No,7481,395,134,180,1.0,Rural,Y
LN08647,Female,Yes,0,Graduate,No,2580,1678,185,360,1.0,Semiurban,N
LN08648,Male,Yes,0,Graduate,No,3084,4885,186,360,0.0,Semiurban,N
LN08649,Female,Yes,0,Graduate,No,5336,3635,203,360,1.0,Urban,N
